competition,year,round,type,division,category,display_name,source_url,pdf_path,md_path,tex_path,num_pages
HMMT November,2020,Theme,solutions,,,HMMT November 2020 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2020/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2020_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2020_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2020_Theme_Solutions.tex.zip,6
HMMT November,2019,General,problems,,,HMMT November 2019 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2019/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2019_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2019_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2019_General_Problems.tex.zip,1
HMMT November,2019,General,solutions,,,HMMT November 2019 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2019/nov/gen/solutions.pdf,hmmt_pdfs/HMMT_November_2019_General_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2019_General_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2019_General_Solutions.tex.zip,3
HMMT November,2019,Guts,problems,,,HMMT November 2019 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2019/nov/guts/problems.pdf,hmmt_pdfs/HMMT_November_2019_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2019_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2019_Guts_Problems.tex.zip,6
HMMT November,2019,Guts,solutions,,,HMMT November 2019 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2019/nov/guts/solutions.pdf,hmmt_pdfs/HMMT_November_2019_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2019_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2019_Guts_Solutions.tex.zip,14
HMMT November,2019,Team,problems,,,HMMT November 2019 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2019/nov/team/problems.pdf,hmmt_pdfs/HMMT_November_2019_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2019_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2019_Team_Problems.tex.zip,1
HMMT November,2019,Team,solutions,,,HMMT November 2019 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2019/nov/team/solutions.pdf,hmmt_pdfs/HMMT_November_2019_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2019_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2019_Team_Solutions.tex.zip,4
HMMT November,2019,Theme,problems,,,HMMT November 2019 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2019/nov/thm/problems.pdf,hmmt_pdfs/HMMT_November_2019_Theme_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2019_Theme_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2019_Theme_Problems.tex.zip,1
HMMT November,2019,Theme,solutions,,,HMMT November 2019 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2019/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2019_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2019_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2019_Theme_Solutions.tex.zip,4
HMMT November,2018,General,problems,,,HMMT November 2018 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2018/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2018_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2018_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2018_General_Problems.tex.zip,1
HMMT November,2018,General,solutions,,,HMMT November 2018 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2018/nov/gen/solutions.pdf,hmmt_pdfs/HMMT_November_2018_General_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2018_General_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2018_General_Solutions.tex.zip,4
HMMT November,2018,Guts,problems,,,HMMT November 2018 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2018/nov/guts/problems.pdf,hmmt_pdfs/HMMT_November_2018_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2018_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2018_Guts_Problems.tex.zip,6
HMMT November,2018,Guts,solutions,,,HMMT November 2018 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2018/nov/guts/solutions.pdf,hmmt_pdfs/HMMT_November_2018_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2018_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2018_Guts_Solutions.tex.zip,18
HMMT November,2018,Team,problems,,,HMMT November 2018 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2018/nov/team/problems.pdf,hmmt_pdfs/HMMT_November_2018_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2018_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2018_Team_Problems.tex.zip,1
HMMT November,2018,Team,solutions,,,HMMT November 2018 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2018/nov/team/solutions.pdf,hmmt_pdfs/HMMT_November_2018_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2018_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2018_Team_Solutions.tex.zip,4
HMMT November,2018,Theme,problems,,,HMMT November 2018 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2018/nov/thm/problems.pdf,hmmt_pdfs/HMMT_November_2018_Theme_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2018_Theme_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2018_Theme_Problems.tex.zip,2
HMMT November,2018,Theme,solutions,,,HMMT November 2018 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2018/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2018_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2018_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2018_Theme_Solutions.tex.zip,4
HMMT November,2017,General,problems,,,HMMT November 2017 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2017/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2017_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2017_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2017_General_Problems.tex.zip,1
HMMT November,2017,General,solutions,,,HMMT November 2017 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2017/nov/gen/solutions.pdf,hmmt_pdfs/HMMT_November_2017_General_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2017_General_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2017_General_Solutions.tex.zip,4
HMMT November,2017,Guts,problems,,,HMMT November 2017 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2017/nov/guts/problems.pdf,hmmt_pdfs/HMMT_November_2017_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2017_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2017_Guts_Problems.tex.zip,6
HMMT November,2017,Guts,solutions,,,HMMT November 2017 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2017/nov/guts/solutions.pdf,hmmt_pdfs/HMMT_November_2017_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2017_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2017_Guts_Solutions.tex.zip,14
HMMT November,2017,Team,problems,,,HMMT November 2017 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2017/nov/team/problems.pdf,hmmt_pdfs/HMMT_November_2017_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2017_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2017_Team_Problems.tex.zip,1
HMMT November,2017,Team,solutions,,,HMMT November 2017 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2017/nov/team/solutions.pdf,hmmt_pdfs/HMMT_November_2017_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2017_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2017_Team_Solutions.tex.zip,6
HMMT November,2017,Theme,problems,,,HMMT November 2017 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2017/nov/thm/problems.pdf,hmmt_pdfs/HMMT_November_2017_Theme_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2017_Theme_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2017_Theme_Problems.tex.zip,1
HMMT November,2017,Theme,solutions,,,HMMT November 2017 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2017/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2017_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2017_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2017_Theme_Solutions.tex.zip,6
HMMT November,2016,General,problems,,,HMMT November 2016 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2016_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2016_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2016_General_Problems.tex.zip,1
HMMT November,2016,General,solutions,,,HMMT November 2016 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/nov/gen/solutions.pdf,hmmt_pdfs/HMMT_November_2016_General_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2016_General_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2016_General_Solutions.tex.zip,4
HMMT November,2016,Guts,problems,,,HMMT November 2016 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/nov/guts/problems.pdf,hmmt_pdfs/HMMT_November_2016_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2016_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2016_Guts_Problems.tex.zip,6
HMMT November,2016,Guts,solutions,,,HMMT November 2016 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/nov/guts/solutions.pdf,hmmt_pdfs/HMMT_November_2016_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2016_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2016_Guts_Solutions.tex.zip,10
HMMT November,2016,Team,problems,,,HMMT November 2016 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/nov/team/problems.pdf,hmmt_pdfs/HMMT_November_2016_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2016_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2016_Team_Problems.tex.zip,1
HMMT November,2016,Team,solutions,,,HMMT November 2016 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/nov/team/solutions.pdf,hmmt_pdfs/HMMT_November_2016_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2016_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2016_Team_Solutions.tex.zip,4
HMMT November,2016,Theme,problems,,,HMMT November 2016 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/nov/thm/problems.pdf,hmmt_pdfs/HMMT_November_2016_Theme_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2016_Theme_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2016_Theme_Problems.tex.zip,1
HMMT November,2016,Theme,solutions,,,HMMT November 2016 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2016_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2016_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2016_Theme_Solutions.tex.zip,3
HMMT November,2015,General,problems,,,HMMT November 2015 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2015_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2015_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2015_General_Problems.tex.zip,1
HMMT November,2015,General,solutions,,,HMMT November 2015 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/nov/gen/solutions.pdf,hmmt_pdfs/HMMT_November_2015_General_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2015_General_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2015_General_Solutions.tex.zip,3
HMMT November,2015,Guts,problems,,,HMMT November 2015 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/nov/guts/problems.pdf,hmmt_pdfs/HMMT_November_2015_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2015_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2015_Guts_Problems.tex.zip,5
HMMT November,2015,Guts,solutions,,,HMMT November 2015 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/nov/guts/solutions.pdf,hmmt_pdfs/HMMT_November_2015_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2015_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2015_Guts_Solutions.tex.zip,11
HMMT November,2015,Team,problems,,,HMMT November 2015 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/nov/team/problems.pdf,hmmt_pdfs/HMMT_November_2015_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2015_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2015_Team_Problems.tex.zip,1
HMMT November,2015,Team,solutions,,,HMMT November 2015 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/nov/team/solutions.pdf,hmmt_pdfs/HMMT_November_2015_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2015_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2015_Team_Solutions.tex.zip,4
HMMT November,2015,Theme,problems,,,HMMT November 2015 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/nov/thm/problems.pdf,hmmt_pdfs/HMMT_November_2015_Theme_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2015_Theme_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2015_Theme_Problems.tex.zip,1
HMMT November,2015,Theme,solutions,,,HMMT November 2015 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2015_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2015_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2015_Theme_Solutions.tex.zip,5
HMMT November,2014,General,problems,,,HMMT November 2014 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2014_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2014_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2014_General_Problems.tex.zip,1
HMMT November,2014,General,solutions,,,HMMT November 2014 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/nov/gen/solutions.pdf,hmmt_pdfs/HMMT_November_2014_General_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2014_General_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2014_General_Solutions.tex.zip,3
HMMT November,2014,Guts,problems,,,HMMT November 2014 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/nov/guts/problems.pdf,hmmt_pdfs/HMMT_November_2014_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2014_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2014_Guts_Problems.tex.zip,6
HMMT November,2014,Guts,solutions,,,HMMT November 2014 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/nov/guts/solutions.pdf,hmmt_pdfs/HMMT_November_2014_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2014_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2014_Guts_Solutions.tex.zip,11
HMMT November,2014,Team,problems,,,HMMT November 2014 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/nov/team/problems.pdf,hmmt_pdfs/HMMT_November_2014_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2014_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2014_Team_Problems.tex.zip,2
HMMT November,2014,Team,solutions,,,HMMT November 2014 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/nov/team/solutions.pdf,hmmt_pdfs/HMMT_November_2014_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2014_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2014_Team_Solutions.tex.zip,7
HMMT November,2014,Theme,problems,,,HMMT November 2014 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/nov/thm/problems.pdf,hmmt_pdfs/HMMT_November_2014_Theme_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2014_Theme_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2014_Theme_Problems.tex.zip,2
HMMT November,2014,Theme,solutions,,,HMMT November 2014 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2014_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2014_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2014_Theme_Solutions.tex.zip,3
HMMT November,2013,General,problems,,,HMMT November 2013 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2013_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2013_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2013_General_Problems.tex.zip,1
HMMT November,2013,General,solutions,,,HMMT November 2013 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/nov/gen/solutions.pdf,hmmt_pdfs/HMMT_November_2013_General_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2013_General_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2013_General_Solutions.tex.zip,2
HMMT November,2013,Guts,problems,,,HMMT November 2013 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/nov/guts/problems.pdf,hmmt_pdfs/HMMT_November_2013_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2013_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2013_Guts_Problems.tex.zip,5
HMMT November,2013,Guts,solutions,,,HMMT November 2013 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/nov/guts/solutions.pdf,hmmt_pdfs/HMMT_November_2013_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2013_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2013_Guts_Solutions.tex.zip,9
HMMT November,2013,Team,problems,,,HMMT November 2013 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/nov/team/problems.pdf,hmmt_pdfs/HMMT_November_2013_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2013_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2013_Team_Problems.tex.zip,1
HMMT November,2013,Team,solutions,,,HMMT November 2013 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/nov/team/solutions.pdf,hmmt_pdfs/HMMT_November_2013_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2013_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2013_Team_Solutions.tex.zip,3
HMMT November,2013,Theme,problems,,,HMMT November 2013 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/nov/thm/problems.pdf,hmmt_pdfs/HMMT_November_2013_Theme_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2013_Theme_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2013_Theme_Problems.tex.zip,1
HMMT November,2013,Theme,solutions,,,HMMT November 2013 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2013_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2013_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2013_Theme_Solutions.tex.zip,3
HMMT November,2012,General,problems,,,HMMT November 2012 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2012_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2012_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2012_General_Problems.tex.zip,4
HMMT November,2012,General,solutions,,,HMMT November 2012 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/nov/gen/solutions.pdf,hmmt_pdfs/HMMT_November_2012_General_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2012_General_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2012_General_Solutions.tex.zip,2
HMMT November,2012,Guts,problems,,,HMMT November 2012 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/nov/guts/problems.pdf,hmmt_pdfs/HMMT_November_2012_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2012_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2012_Guts_Problems.tex.zip,4
HMMT November,2012,Guts,solutions,,,HMMT November 2012 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/nov/guts/solutions.pdf,hmmt_pdfs/HMMT_November_2012_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2012_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2012_Guts_Solutions.tex.zip,8
HMMT November,2012,Team,problems,,,HMMT November 2012 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/nov/team/problems.pdf,hmmt_pdfs/HMMT_November_2012_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2012_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2012_Team_Problems.tex.zip,1
HMMT November,2012,Team,solutions,,,HMMT November 2012 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/nov/team/solutions.pdf,hmmt_pdfs/HMMT_November_2012_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2012_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2012_Team_Solutions.tex.zip,3
HMMT November,2012,Theme,problems,,,HMMT November 2012 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/nov/thm/problems.pdf,hmmt_pdfs/HMMT_November_2012_Theme_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2012_Theme_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2012_Theme_Problems.tex.zip,6
HMMT November,2012,Theme,solutions,,,HMMT November 2012 Theme,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/nov/thm/solutions.pdf,hmmt_pdfs/HMMT_November_2012_Theme_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2012_Theme_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_November_2012_Theme_Solutions.tex.zip,4
HMMT November,2011,General,problems,,,HMMT November 2011 General,https://hmmt-archive.s3.amazonaws.com/tournaments/2011/nov/gen/problems.pdf,hmmt_pdfs/HMMT_November_2011_General_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_November_2011_General_Problems.md,mathpix_output/hmmt_pdfs/HMMT_November_2011_General_Problems.tex.zip,1
